ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
857-94-8531|4974997990522170|Becky|Ramirez|F|6581 Wanda Branch Suite 173|Provo|UT|84604|40.2607|-111.6549|112922|Intelligence analyst|2001-12-31|946638203741|young_adults_female_urban.json
418-26-1543|4557261694963783|Jonathon|Davis|M|999 Philip Expressway|Foley|MN|56329|45.6919|-93.9148|7367|Art gallery manager|1971-05-04|838007513038|adults_50up_male_urban.json
844-02-8186|2375321633613172|Lisa|Rose|F|004 John Spring Apt. 954|Cottonwood|MN|56229|44.6003|-95.6925|1871|Meteorologist|1992-05-25|852619248945|adults_2550_female_rural.json
231-44-6900|4274392255177|Robert|Jones|M|8147 Villanueva Coves|Ann Arbor|MI|48104|42.2694|-83.7282|158345|Education officer, environmental|1998-09-03|209193547965|adults_2550_male_urban.json
039-16-8881|6011994541384531|Brandon|Price|M|307 Boyd Street|Clovis|CA|93612|36.8149|-119.7106|109930|Leisure centre manager|1976-07-29|49915089374|adults_2550_male_urban.json
439-90-5012|372408992177357|Marilyn|Hodges|F|6811 Jason Road|Hagerstown|MD|21742|39.6573|-77.6921|95186|Psychotherapist, dance movement|1996-12-14|495762888091|adults_2550_female_urban.json
710-18-1983|30340242224198|Joseph|Conner|M|63236 Parker Bridge|Oak View|CA|93022|34.402|-119.2982|6106|Chief Marketing Officer|1987-09-30|600829675565|adults_2550_male_urban.json
810-40-4755|4484202435094765118|Mary|Robertson|F|6409 Garcia Park|Almyra|AR|72003|34.4146|-91.431|746|Make|1959-08-08|679431208128|adults_50up_female_rural.json
724-09-3155|30054245190823|Janice|Jones|F|35659 White Ports|Baltimore|MD|21212|39.3626|-76.61|635495|Therapist, horticultural|2002-01-18|193230907546|young_adults_female_urban.json
179-31-7869|6569692295338614|Laura|Davis|F|839 Mary Underpass|Atlanta|GA|30318|33.7865|-84.4454|900273|Exercise physiologist|2003-12-01|875243217336|young_adults_female_urban.json
288-84-2438|4662834633488933436|John|Garcia|M|9408 Parsons Lake Suite 243|Loudonville|OH|44842|40.6361|-82.2356|5436|Surveyor, planning and development|1985-12-18|421665264983|adults_2550_male_urban.json
137-71-5403|347435095288957|Lisa|Suarez|F|039 Roman Rapids Suite 453|Chester|VA|23831|37.3429|-77.4156|44523|IT trainer|1987-08-04|105660231520|adults_2550_female_urban.json
482-52-5377|577188300997|Gerald|Taylor|M|44966 Jordan Radial Suite 706|Jupiter|FL|33477|26.9217|-80.077|89623|Clinical biochemist|1983-11-16|770764420286|adults_2550_male_urban.json
658-03-7099|3514971103847153|Jenna|Calderon|F|5051 Acevedo Spur Apt. 674|Alameda|CA|94501|37.7706|-122.2648|73812|Games developer|1965-03-27|977375535907|adults_50up_female_urban.json
186-27-4655|3559698504505660|Shannon|Ray|F|5402 Santana Underpass|Charlotte|NC|28205|35.22|-80.7881|790689|Surveyor, mining|2004-11-05|79176148038|young_adults_female_urban.json
720-69-9631|4714025038576266|Shannon|Turner|M|638 Berry Trace|Sheboygan|WI|53081|43.741|-87.7247|63491|Optometrist|1961-04-15|617871639010|adults_50up_male_urban.json
688-50-3210|373010127896957|Bradley|Drake|M|48527 Bell Lane|Euclid|OH|44117|41.5696|-81.5257|41932|Public relations officer|1960-08-16|979462020439|adults_50up_male_urban.json
336-54-2404|566344439468|Katie|Harper|F|18123 Nathan Springs|Jacksonville|FL|32258|30.1459|-81.5739|847415|Pharmacist, community|1977-08-20|524367305577|adults_2550_female_urban.json
761-07-7349|4744577626269|Danielle|Long|F|089 Cervantes Greens Suite 594|Saint Marys|OH|45885|40.544|-84.3944|12661|Historic buildings inspector/conservation officer|1964-08-10|264785005400|adults_50up_female_urban.json
860-65-5477|4377403767687406|Deborah|Hernandez|F|7514 Bell Hills Apt. 157|Pompano Beach|FL|33064|26.2785|-80.1157|425636|Engineer, maintenance (IT)|1974-07-08|853202729586|adults_50up_female_urban.json
637-76-0954|676309406566|Howard|Hunter|M|445 Alicia Union|Mc Allister|MT|59740|45.408|-111.7761|495|Lecturer, further education|1982-06-02|724366395609|adults_2550_male_rural.json
252-44-2954|4660004709116|Amy|Sanchez|F|561 Carol Track Suite 511|Bronx|NY|10453|40.852|-73.9129|1382480|Sports development officer|1987-01-05|747761547118|adults_2550_female_urban.json
515-28-7338|4614477618687047966|James|Curtis|M|290 Joseph Land Suite 599|La Mirada|CA|90638|33.9067|-118.0101|49012|Minerals surveyor|1960-02-08|575597669442|adults_50up_male_urban.json
070-36-2689|3530292764054736|Lisa|Henderson|F|40513 Amanda Lane|Absecon|NJ|08205|39.4745|-74.4575|38633|Amenity horticulturist|1979-09-22|533900199040|adults_2550_female_urban.json
889-32-3494|213147852474420|April|Murphy|F|1023 Brewer Villages Suite 186|Holbrook|AZ|86025|34.9085|-110.1434|5676|Patent attorney|1957-01-05|952911784276|adults_50up_female_urban.json
310-13-3339|2235183025853463|Patricia|Nichols|F|3988 Little Square|Middletown|NY|10941|41.4886|-74.345|62197|Commissioning editor|2009-12-12|603395485885|young_adults_female_urban.json
352-80-0949|3512865581675924|Cindy|Harris|F|348 Amy Stravenue|Davison|MI|48423|43.0348|-83.5268|32708|Architectural technologist|1969-09-11|63274916767|adults_50up_female_urban.json
546-09-4231|6011429242195977|Patrick|Allen|M|121 Moore Fields|Waukesha|WI|53188|43.0128|-88.2705|95015|Hotel manager|1939-11-13|322496879500|adults_50up_male_urban.json
091-26-4088|2275530153030440|Alexandra|Alexander|F|109 Ward Plaza|Holyoke|MA|01040|42.202|-72.6262|39880|Immunologist|1998-11-10|844663918369|adults_2550_female_urban.json
468-53-7081|4541829912699|Scott|Harper|M|06419 Andrew Cove Suite 691|Chicago|IL|60620|41.7411|-87.6543|2680484|Adult guidance worker|1989-02-25|983800370239|adults_2550_male_urban.json
861-90-8626|4242168268221756|Tanya|Morales|F|962 Allison Roads Suite 791|Yucaipa|CA|92399|34.0282|-117.0489|52606|Accountant, chartered certified|1974-08-23|378004892515|adults_50up_female_urban.json
143-85-5763|30228703220070|Thomas|Adams|M|724 Angela Crossing Apt. 951|Saint Marys|GA|31558|30.7735|-81.5652|20373|Hotel manager|1967-10-26|203300890197|adults_50up_male_urban.json
831-06-5427|4286060480224063|Rachel|Boone|F|7695 Jennifer Brooks Suite 189|Cranston|RI|02920|41.7716|-71.4659|70908|Risk analyst|1937-06-24|478160779315|adults_50up_female_urban.json
705-34-3347|502065562386|Kristin|Schmidt|F|656 Charles Loaf Apt. 622|Casa Grande|AZ|85122|32.8906|-111.754|62569|Therapist, art|1986-03-21|970761522416|adults_2550_female_urban.json
101-94-3171|180004794719900|Daniel|Smith|M|48953 Stephanie Port Suite 419|Beckley|WV|25801|37.7932|-81.2061|33590|Community development worker|1992-04-19|503626213645|adults_2550_male_urban.json
749-07-5926|4728395167309|Robert|Rivera|M|67084 Briggs Pines|Spencer|NY|14883|42.2467|-76.4899|4136|Patent attorney|2005-01-28|879758394077|young_adults_male_urban.json
706-85-2446|3558228280183234|Jacqueline|Williams|F|8467 Fowler Parkway Apt. 964|Owings Mills|MD|21117|39.4269|-76.7769|53778|Jewellery designer|1992-08-23|609033707664|adults_2550_female_urban.json
276-94-4600|3597521353175555|Kyle|Moore|M|8741 Janice Highway Suite 267|Laredo|TX|78046|27.4047|-99.4743|248858|IT trainer|2000-09-13|132115826609|adults_2550_male_urban.json
668-16-8078|6553496551564196|Jamie|Moreno|M|00935 Bruce Creek Suite 301|Independence|LA|70443|30.6351|-90.5277|10232|Land|1969-11-11|522163256899|adults_50up_male_urban.json
159-23-4601|4848349276680989|Pamela|Graham|F|80403 Renee Plaza|Corona|NY|11368|40.7453|-73.8611|109931|Accountant, chartered public finance|1972-12-29|919432193732|adults_50up_female_urban.json
892-29-7187|3558667155446053|Danielle|Moore|F|96746 Tyler Causeway Suite 364|Seattle|WA|98117|47.6873|-122.3772|837792|Teacher, secondary school|1996-04-06|116234556102|adults_2550_female_urban.json
157-91-8696|377285021553831|Shannon|Nunez|F|5821 Paul Mall Suite 395|Keokuk|IA|52632|40.4094|-91.3982|13086|Occupational therapist|1993-08-13|706426310262|adults_2550_female_urban.json
296-96-6479|675989075196|Michael|Hurley|M|7551 Ashley Spurs|Egg Harbor Township|NJ|08234|39.3741|-74.6118|42532|Health and safety inspector|1982-05-05|104363132603|adults_2550_male_urban.json
619-22-5556|4649828385971|Denise|Wallace|F|5907 Michael Hollow Suite 343|Palm Springs|CA|92262|33.8414|-116.5347|45562|Podiatrist|1973-09-04|517702659625|adults_50up_female_urban.json
105-44-6727|3520949076341539|Heather|Ford|F|01154 Gibson Forks|Canoga Park|CA|91304|34.2197|-118.6111|77086|Holiday representative|1985-02-15|263121854048|adults_2550_female_urban.json
839-85-4300|3522557856413549|Maria|Simon|F|1685 Mcdonald River Suite 232|Dublin|CA|94568|37.7166|-121.9226|46016|Software engineer|1990-04-13|383853593726|adults_2550_female_urban.json
855-87-9537|379475816602848|Lori|Wilson|F|2334 Smith Brook|West Helena|AR|72390|34.5496|-90.6545|9107|Psychologist, occupational|1937-05-27|275314971361|adults_50up_female_urban.json
608-57-1574|4973418559508374563|Amanda|Murray|F|610 Steve Ridges|Louisville|KY|40209|38.1901|-85.7519|736284|Airline pilot|1940-06-08|930543549119|adults_50up_female_urban.json
108-57-0578|6594907869285515|Jennifer|Padilla|F|593 Wallace Springs|Paoli|PA|19301|40.0426|-75.4827|6402|Fisheries officer|2003-01-09|868433547361|young_adults_female_urban.json
246-48-5834|3507072288341333|Robert|Wilkins|M|014 Brandon Mountain|Victoria|TX|77904|28.8675|-96.999|80531|Insurance claims handler|1947-03-01|541874413571|adults_50up_male_urban.json
630-30-7082|6011579671480306|Mary|Sloan|F|6582 Holloway Passage|Inman|SC|29349|35.0528|-82.054|30129|Ecologist|1993-07-21|936192530347|adults_2550_female_urban.json
686-54-3888|3594128866911220|Tyler|Robles|M|42526 Sandra Prairie|Brooklyn|NY|11238|40.679|-73.9644|2504700|Records manager|1981-12-05|707766449978|adults_2550_male_urban.json
826-19-5459|3565744653255442|Tammy|Rodriguez|F|851 Patrick Mission|Green Bay|WI|54313|44.5463|-88.1021|179116|Emergency planning/management officer|1996-03-29|751697833037|adults_2550_female_urban.json
060-27-9055|4937684184714625|Carol|Shah|F|833 Mario Circle Apt. 127|Arlington|TX|76017|32.6554|-97.1599|370281|Doctor, general practice|1965-10-23|229959861907|adults_50up_female_urban.json
012-26-0027|180064770906764|Brian|Stephens|M|2950 Fisher Orchard Apt. 621|Miami|FL|33178|25.8141|-80.3549|1737737|Research scientist (physical sciences)|2002-10-01|43582243327|young_adults_male_urban.json
537-67-6468|213141869303268|Ryan|Pena|M|9674 Brianna Corner Suite 053|Salt Lake City|UT|84128|40.6976|-112.0377|594043|Transport planner|1974-05-07|24402847841|adults_50up_male_urban.json
257-73-0544|3503425197018158|Justin|Garcia|M|296 Best Mountain Suite 215|New York City|NY|10013|40.7185|-74.0025|1577385|Fine artist|1989-01-30|657417693385|adults_2550_male_urban.json
408-94-2270|346022169088751|Rebecca|Robertson|F|335 Katelyn Views|Bunker Hill|WV|25413|39.3276|-78.0487|7508|Hydrogeologist|1982-06-27|748149476370|adults_2550_female_urban.json
655-11-0070|6573517454693513|Allison|Martin|F|0128 Jaime Ports|Denver|CO|80219|39.6956|-105.0341|990452|Lawyer|1956-11-13|564219731896|adults_50up_female_urban.json
597-91-7901|3535971771703055|Jason|Hayes|M|412 Kent Square|Albany|GA|31705|31.5464|-84.0783|101511|Museum/gallery exhibitions officer|1992-10-17|360797923315|adults_2550_male_urban.json
402-33-8862|4337684187679|John|Contreras|M|64345 Rhodes Skyway|Columbia|SC|29212|34.0726|-81.1796|333497|Exhibitions officer, museum/gallery|1977-06-06|89518966326|adults_2550_male_urban.json
484-98-3873|563249675742|Zachary|Peterson|M|8480 Haynes Mill|Elma|NY|14059|42.834|-78.6343|8933|Engineer, water|1991-08-26|128177703894|adults_2550_male_urban.json
353-50-0321|372707995947611|Brian|Williams|M|4754 Barnes Mountain Apt. 897|Humble|TX|77345|30.0566|-95.1707|194500|Designer, blown glass/stained glass|1984-02-08|425916528165|adults_2550_male_urban.json
216-38-8306|370390984685609|Ryan|Gray|M|613 Sarah Tunnel|Aguila|AZ|85320|33.9186|-113.2134|1197|Sports therapist|1964-10-19|36405679654|adults_50up_male_rural.json
883-57-7221|38957039962631|Jonathan|Lawrence|M|10735 David Ranch Suite 220|Florence|MS|39073|32.153|-90.1217|19685|Optometrist|1990-04-12|721129330641|adults_2550_male_urban.json
295-26-2687|4302399344601|Rachel|Olsen|F|9430 Salazar Shoal|Colorado Springs|CO|80920|38.9497|-104.767|525713|Conservator, furniture|1951-11-16|374481330398|adults_50up_female_urban.json
402-42-2304|3512853700644880|George|Schmidt|M|11980 Jackson Keys Suite 280|East Falmouth|MA|02536|41.5968|-70.5671|19583|Jewellery designer|1966-05-28|452878816689|adults_50up_male_urban.json
310-17-5983|347868878602038|Nathan|Tapia|M|31701 Castro Mall|Jackson|TN|38301|35.6102|-88.814|86421|Engineer, manufacturing|1976-10-22|652626381720|adults_2550_male_urban.json
678-17-8847|38287314249565|Carrie|Roth|F|964 Wilson Branch Apt. 328|Hampton|VA|23665|37.0831|-76.36|136895|Surveyor, hydrographic|1962-03-18|6470619111|adults_50up_female_urban.json
020-42-1288|3528745120220170|Isaac|Richardson|M|64879 Donna Square Apt. 046|Cincinnati|OH|45230|39.0713|-84.3758|795220|Pathologist|1989-04-09|958342959230|adults_2550_male_urban.json
667-95-0294|2282697442036073|Joseph|Wang|M|833 Ashley Landing Suite 238|Mountain Iron|MN|55768|47.5133|-92.6243|2843|Engineer, technical sales|1969-02-26|585824504446|adults_50up_male_urban.json
011-55-0803|2255792326714854|Jonathan|Garcia|M|15019 Crawford Vista Suite 209|Elkview|WV|25071|38.3869|-81.4504|11697|Conservation officer, nature|1994-06-06|78814357404|adults_2550_male_urban.json
048-16-9214|4233297049379582|Christopher|Blankenship|M|551 Ruben Forest Suite 149|Crestline|CA|92325|34.2433|-117.2811|9391|Development worker, international aid|1980-11-21|21361430246|adults_2550_male_urban.json
478-43-7529|4424873962625918837|Michael|Thompson|M|736 Castillo Terrace Suite 434|Newhall|CA|91321|34.3795|-118.523|34882|Engineer, civil (consulting)|1973-07-23|973366997656|adults_50up_male_urban.json
312-80-7577|180029657156437|Stephanie|Delacruz|F|99034 Danielle Crossroad|Tuscaloosa|AL|35401|33.1969|-87.5627|112654|Hospital doctor|1968-12-04|637677661236|adults_50up_female_urban.json
052-81-0501|3594091657376245|Shawn|Sullivan|M|54920 Robert Rapid|Huntington|TX|75949|31.2837|-94.5662|7976|Exercise physiologist|1984-07-08|653062882761|adults_2550_male_urban.json
736-35-0961|2272731172264142|Katherine|Cline|F|001 Martinez Ridge Apt. 359|Mobile|AL|36610|30.7309|-88.0789|270712|Secretary, company|1939-10-26|811684619488|adults_50up_female_urban.json
821-40-2681|4596677153902264|Randy|Martin|M|3650 Jennifer Divide Apt. 900|Longwood|FL|32779|28.7168|-81.4126|50269|Podiatrist|1963-02-10|924709095915|adults_50up_male_urban.json
070-83-5108|4787355404231697924|Nathaniel|Brady|M|5493 Kevin Fort Suite 904|Hemingway|SC|29554|33.7419|-79.4489|9332|IT consultant|2001-10-24|235594725779|young_adults_male_urban.json
688-76-3002|3528783573381330|Alejandro|Olson|M|3302 Rodney Courts Apt. 247|Greenville|MI|48838|43.1793|-85.2497|17863|Forensic scientist|1986-04-07|695877639887|adults_2550_male_urban.json
384-25-7515|4335051602325103|Katherine|Davis|F|8709 Walters Square Apt. 422|Newnan|GA|30263|33.3696|-84.8194|84721|Hydrographic surveyor|1991-11-08|377726496568|adults_2550_female_urban.json
073-11-9728|3555125380781912|Sarah|Short|F|53494 Christina Well Suite 157|Congers|NY|10920|41.1487|-73.9413|8554|Interior and spatial designer|1968-04-01|546998197132|adults_50up_female_urban.json
402-56-3779|4463061621856354|Carlos|Sawyer|M|6150 Moore Island|Winfield|IL|60190|41.8744|-88.1516|10663|Training and development officer|1983-09-27|723969896621|adults_2550_male_urban.json
829-46-6882|3571433608090102|Angela|Mitchell|F|103 Todd Passage Apt. 893|Miami|FL|33138|25.8521|-80.1821|1737737|Arboriculturist|1976-01-16|877380418573|adults_50up_female_urban.json
401-85-1878|6011881687851854|Timothy|Galvan|M|0965 Blake Plain|Bedford|MA|01730|42.4843|-71.2768|13221|Designer, multimedia|1998-05-17|525618928876|adults_2550_male_urban.json
036-02-7851|4208147237356408|John|Walker|M|306 Farley Pike|Perris|CA|92571|33.811|-117.218|106213|Therapist, sports|1954-08-03|689702977962|adults_50up_male_urban.json
381-14-4183|379836714674900|Tony|Gray|M|5185 Barry Corner Suite 456|Bordentown|NJ|08505|40.1431|-74.7032|17736|Armed forces technical officer|1991-10-05|735947346085|adults_2550_male_urban.json
375-52-3396|4180739200258565332|Randy|Warner|M|03167 Rodriguez Tunnel Apt. 615|Colorado Springs|CO|80906|38.7902|-104.8199|525713|Heritage manager|1975-11-01|530632497429|adults_50up_male_urban.json
013-14-2353|4254550054908099831|Laura|Crawford|F|88724 Davis Forest Apt. 343|Fairhaven|MA|02719|41.6409|-70.8896|15873|Secondary school teacher|1935-07-18|847052415025|adults_50up_female_urban.json
029-04-9508|2263529493074179|William|Knight|M|4662 Steele Knolls Apt. 896|Gretna|LA|70056|29.8872|-90.0331|55581|Designer, graphic|1949-06-28|369991126514|adults_50up_male_urban.json
797-42-6623|501822302342|Amanda|Reyes|F|1251 Stone Street Apt. 418|Orlando|FL|32817|28.5891|-81.2277|878243|Diagnostic radiographer|2004-01-17|948209390899|young_adults_female_urban.json
013-44-1138|6560812392788441|John|Mendez|M|61527 Carr Village Suite 442|Silver Spring|MD|20906|39.084|-77.0613|282095|Administrator, local government|1975-03-16|172420378169|adults_50up_male_urban.json
266-89-9099|4886313737145035|Tommy|Monroe|M|026 Welch Valleys|Woodridge|IL|60517|41.7518|-88.0488|32038|Community development worker|1959-10-29|291714551061|adults_50up_male_urban.json
619-98-4073|4061047189119927|Nicholas|Boone|M|924 Ortiz Plaza Apt. 410|Crane|MO|65633|36.9258|-93.5303|4131|English as a second language teacher|1944-07-13|87023912831|adults_50up_male_urban.json
203-97-1143|213118140513253|Mark|Wallace|M|4708 Gutierrez Ports|Davenport|IA|52806|41.5733|-90.6038|102516|Haematologist|1980-04-27|54942874793|adults_2550_male_urban.json
396-59-1640|4831031456457227578|Linda|Gibbs|F|403 Michaela Mission Suite 499|Edgewater|MD|21037|38.9149|-76.5424|20618|Visual merchandiser|1973-01-07|496177225652|adults_50up_female_urban.json
236-32-9969|2246941264106035|Carol|Blake|F|3180 Burns Locks Apt. 101|Herriman|UT|84096|40.5144|-112.0325|33396|Aid worker|1976-02-05|588395275819|adults_2550_female_urban.json
660-43-4839|6011253606400470|Donna|Meyer|F|486 Hicks Path Apt. 703|East Moline|IL|61244|41.5118|-90.4321|24053|Optician, dispensing|1979-09-14|119434981511|adults_2550_female_urban.json
055-59-7677|639017737599|Susan|Larson|F|78111 Rodriguez Squares|Elizabeth|IN|47117|38.1244|-85.9589|4429|Pharmacologist|1987-08-29|59408620665|adults_2550_female_urban.json
285-79-0388|4444155967433382|Elizabeth|Cunningham|F|552 Ashley Coves Suite 033|Portland|OR|97220|45.5411|-122.5566|841711|Media buyer|1994-11-13|997479538985|adults_2550_female_urban.json
776-08-5098|3566536197731733|Tyrone|Booth|M|248 Robbins Drive Apt. 858|Niles|OH|44446|41.1824|-80.7558|20955|Mudlogger|1995-01-13|364461572986|adults_2550_male_urban.json
